pay_date,emp_id,employee_name,department,gross_pay,federal_tax,fica,state_tax,benefits_deduction,net_pay
01/14/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
01/14/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
01/14/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
01/14/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
01/14/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
01/28/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
01/28/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
01/28/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
01/28/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
01/28/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
01/28/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
01/28/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
01/28/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
01/28/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
01/28/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
01/28/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
01/28/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
01/28/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
01/28/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
01/28/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
01/28/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
01/28/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
01/28/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
01/28/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
01/28/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
01/28/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
01/28/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
01/28/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
01/28/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
01/28/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
01/28/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
01/28/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
01/28/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
01/28/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
01/28/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
01/28/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
01/28/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
01/28/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
01/28/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
01/28/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
02/14/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
02/14/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
02/14/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
02/14/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
02/14/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
02/14/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
02/14/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
02/14/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
02/14/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
02/14/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
02/14/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
02/14/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
02/14/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
02/14/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
02/14/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
02/14/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
02/14/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
02/14/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
02/14/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
02/14/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
02/14/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
02/14/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
02/14/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
02/14/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
02/14/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
02/14/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
02/14/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
02/14/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
02/14/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
02/14/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
02/14/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
02/14/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
02/14/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
02/14/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
02/14/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
02/14/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
02/14/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
02/28/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
02/28/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
02/28/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
02/28/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
02/28/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
02/28/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
02/28/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
02/28/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
02/28/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
02/28/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
02/28/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
02/28/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
02/28/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
02/28/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
02/28/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
02/28/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
02/28/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
02/28/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
02/28/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
02/28/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
02/28/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
02/28/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
02/28/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
02/28/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
02/28/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
02/28/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
02/28/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
02/28/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
02/28/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
02/28/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
02/28/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
02/28/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
02/28/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
02/28/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
02/28/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
02/28/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
02/28/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
03/14/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
03/14/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
03/14/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
03/14/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
03/14/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
03/14/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
03/14/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
03/14/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
03/14/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
03/14/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
03/14/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
03/14/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
03/14/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
03/14/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
03/14/2025,E4018,Diego Lee,Engineering,6525.0,913.5,499.16,0.0,424.12,4688.22
03/14/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
03/14/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
03/14/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
03/14/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
03/14/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
03/14/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
03/14/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
03/14/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
03/14/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
03/14/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
03/14/2025,E4030,Jacob Sanchez,Sales & Marketing,4045.83,566.42,309.51,0.0,262.98,2906.92
03/14/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
03/14/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
03/14/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
03/14/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
03/14/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
03/14/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
03/14/2025,E4038,Richard Brown,Customer Support,3091.67,432.83,236.51,0.0,200.96,2221.37
03/14/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
03/14/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
03/14/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
03/14/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
03/14/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
03/14/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
03/14/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
03/28/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
03/28/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
03/28/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
03/28/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
03/28/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
03/28/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
03/28/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
03/28/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
03/28/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
03/28/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
03/28/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
03/28/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
03/28/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
03/28/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
03/28/2025,E4018,Diego Lee,Engineering,6525.0,913.5,499.16,0.0,424.12,4688.22
03/28/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
03/28/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
03/28/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
03/28/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
03/28/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
03/28/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
03/28/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
03/28/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
03/28/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
03/28/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
03/28/2025,E4030,Jacob Sanchez,Sales & Marketing,4045.83,566.42,309.51,0.0,262.98,2906.92
03/28/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
03/28/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
03/28/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
03/28/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
03/28/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
03/28/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
03/28/2025,E4038,Richard Brown,Customer Support,3091.67,432.83,236.51,0.0,200.96,2221.37
03/28/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
03/28/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
03/28/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
03/28/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
03/28/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
03/28/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
03/28/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
04/14/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
04/14/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
04/14/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
04/14/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
04/14/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
04/14/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
04/14/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
04/14/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
04/14/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
04/14/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
04/14/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
04/14/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
04/14/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
04/14/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
04/14/2025,E4018,Diego Lee,Engineering,6525.0,913.5,499.16,0.0,424.12,4688.22
04/14/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
04/14/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
04/14/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
04/14/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
04/14/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
04/14/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
04/14/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
04/14/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
04/14/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
04/14/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
04/14/2025,E4030,Jacob Sanchez,Sales & Marketing,4045.83,566.42,309.51,0.0,262.98,2906.92
04/14/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
04/14/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
04/14/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
04/14/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
04/14/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
04/14/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
04/14/2025,E4038,Richard Brown,Customer Support,3091.67,432.83,236.51,0.0,200.96,2221.37
04/14/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
04/14/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
04/14/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
04/14/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
04/14/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
04/14/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
04/14/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
04/28/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
04/28/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
04/28/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
04/28/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
04/28/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
04/28/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
04/28/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
04/28/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
